Date,QMJ,MKT-Rf,SMB,HML,UMD
1985-10-28,,0.0006439973428943283,-0.004551335946993251,0.002895624093862948,-0.00011272566596833337
1985-10-29,,0.00701929711592178,-0.0029242387524276246,-0.0013731055582262687,0.0015138051991664793
1985-10-30,,0.0042318435369175945,-0.002234054109645671,0.00012697862000347082,0.003696919247032873
1985-10-31,,-0.00012759641314706935,0.0024534350156555614,0.0015006947675862635,0.0013819865972759355
1985-11-01,,0.007430785266034143,-0.0038570765905618118,-0.0019437968929196879,0.0012146441212765756
1985-11-04,,-0.00048794784075418727,0.00031478767155454284,0.0003331833556641109,0.001677377187458628
1985-11-05,,0.005522009459056948,-0.003057376414857216,-0.0038207444248495493,-0.0007253935117063286
1985-11-06,,0.002710794251762056,0.0005597036362737089,-0.0026715487339571235,-0.00013691107281325405
1985-11-07,,0.00042627853706238424,0.0013791630813558176,0.0007157676423205552,0.0008084879816730175
1985-11-08,,0.00651724599356794,0.0011249988127926343,-0.0002568556329771728,-0.002228775463746203
1985-11-11,,0.014570149179718753,-0.009159404747601142,-0.00319350107029609,1.231094079695729e-05
1985-11-12,,0.004752014188005239,0.003313124190856888,-0.0005177953908667153,-0.0015653160130843
1985-11-13,,-0.004754676053494331,0.0017499687892087762,-0.0006386065909051204,0.002042598163129651
1985-11-14,,0.008227079450296888,-0.00311432667208584,0.00012738485684508092,-0.0015950830865304974
1985-11-15,,-0.002876153982466966,0.0058002021203069805,-0.001200925055969886,-0.002159028998863411
1985-11-18,,0.0012364882588899795,-0.0038326911610852893,-0.004464145494349601,-0.0010746048062238694
1985-11-19,,0.0007000488559131692,0.005705575047475216,0.00012444145791365685,-0.0025733315841171434
1985-11-20,,0.001120489425903468,-0.00230835547375953,-0.0005467326273614937,0.0026391290438611678
1985-11-21,,0.010595329138605503,-0.003608024530350285,-0.001485663057081925,-0.003094419001086891
1985-11-22,,0.001600602828164261,0.0036254709757270647,0.0003562544341862078,-9.901632836650998e-05
1985-11-25,,-0.005184747284590979,0.0011106671616743298,-0.0001674172170498734,0.002415533048469722
1985-11-26,,0.0008975609581996621,8.713424872807e-06,-0.001466254045161772,0.002288173725171421
1985-11-27,,0.007813536131807304,-0.002715083559903676,-0.006107080836187647,-0.0016720223654619673
1985-11-28,,-0.00024377195508092772,-5.515256551742576e-05,7.5241543805843e-05,4.413936909108152e-05
1985-11-29,,0.00019677362446698455,0.004131463812797474,0.000141622281160153,-0.00045714683787385034
1985-12-02,,-0.008126204826496012,0.005318193069962063,-0.00040476585204369847,0.0031658455917724197
1985-12-03,,0.002194253833701386,-0.00010135634749682259,0.0001592804265392779,-0.0019404975447766134
1985-12-04,,0.014625957820266192,-0.0032864955979225027,-0.004511816220296109,-0.0031029731999676975
1985-12-05,,-0.0008169105110868409,0.0037169837359797096,-0.002079685290640964,-0.0016121189496757571
1985-12-06,,-0.005209525268074199,-0.0008534087514683486,0.0007076404376075589,0.00062278225614503
1985-12-09,,0.004775766841836224,-0.005303600580368247,-0.0030322202866588815,-0.0007658367167013404
1985-12-10,,0.0006117120753677477,-0.002085777726632153,-0.004840925335475838,-0.0007509873147017172
1985-12-11,,0.007821610298233653,-0.005199990443972851,-0.00243853095950831,0.0017584357285923818
1985-12-12,,0.0025665758429771826,0.0019011928805806441,-0.0013397787145301965,0.004184495167453477
1985-12-13,,0.013077850469536712,-0.0042119445780173645,-0.002670399015707797,-0.005221590529490507
1985-12-16,,0.007435440439325015,-0.007499362839416953,-0.0019046614166518538,0.002743153414408222
1985-12-17,,-0.005807380227785883,-0.0011227730436300372,0.008533824227501624,0.002499956616948706
1985-12-18,,-0.004218670793038887,-0.0001800196807058591,0.0044425153558676584,0.0013323045160446008
1985-12-19,,0.0003157356346360166,0.0012902736248548994,0.00012010030171017843,-0.0007521267907754476
1985-12-20,,0.003522246423193036,0.002252063001442886,0.0006486438890908849,-0.003702244512675877
1985-12-23,,-0.009221150179570241,0.007345047016711138,-0.0028507841802869064,0.00035696876003373955
1985-12-24,,-0.005215305989115911,0.0030384268334143188,0.001683941377528137,-0.0028123400775643646
1985-12-25,,-0.00028479734354302795,1.46785250409361e-06,2.83927937190189e-06,1.16292570557394e-06
1985-12-26,,0.0018205533608341828,0.0008521975338655423,-6.726870001907251e-05,-0.0024063949424905882
1985-12-27,,0.008250224046362154,-0.0024955756766226562,-0.0013954635031964533,-0.0017456030535467097
1985-12-30,,0.0038562100177815905,-0.0036522498046683825,-0.0022042169689387545,0.00017674113759541543
1985-12-31,,0.0023653295087793765,0.0033850863169483606,0.003070867431441782,0.0009992573997177857
1986-01-01,,-0.00027954767817783556,8.07257405845176e-06,5.6670556473739e-07,-4.066888117561e-07
1986-01-02,,-0.0032551742158047816,0.009489347738668743,0.003951697100205992,-0.006047151378173682
1986-01-03,,0.0041353514688654384,0.00012499711356234752,0.0023294815592811765,-2.735136653284481e-05
1986-01-06,,-0.0012938858997833507,2.290775918728091e-05,0.0011318274526285156,6.94069611899751e-06
1986-01-07,,0.005126345063997835,-0.0035091049179771716,0.0008965892718850413,0.0005007203292618072
1986-01-08,,-0.009651393898245519,0.013059421407164921,0.0027089272288806487,0.002041153367622375
1986-01-09,,-0.009681043763842247,-0.005739595567146217,-0.0017553151866905852,-0.004463597001022172
1986-01-10,,-0.000823248047225738,0.0007802237735511008,0.0019985728754154525,-0.0008391302973628051
1986-01-13,,-0.0020037125278516517,-0.00017967189565273802,0.003097188595839593,-0.0009519517113168736
1986-01-14,,0.00014441170843204496,0.0045144146904604575,4.098256515335828e-05,0.000323673428610283
1986-01-15,,0.007117411868762373,-0.0015992720938611206,-0.0016660020774962564,0.0016486518281355828
1986-01-16,,0.004910086072820041,-0.0006068762863289253,-0.0033978796004821748,-0.001693405211246129
1986-01-17,,-0.0011716965511976154,0.004411611369482102,0.0022880713036346418,0.0025350896809552383
1986-01-20,,-0.006202353043464148,0.001572256536160776,0.0007165038285950657,0.0014658235839717297
1986-01-21,,-0.006937503689012198,0.0027550223326042278,-0.000913567456427596,0.00537569283737135
1986-01-22,,-0.005732322465464969,0.003864329428044875,0.0010524643868459601,0.004805738220398341
1986-01-23,,-0.0019829775318428115,-0.0025347781909922555,-0.0021719524945829015,0.0014301040967396304
1986-01-24,,0.01437434725128519,-0.003687894916296302,-0.00028492410283676047,0.0016739578073023023
1986-01-27,,0.007496326197765443,-0.0028964676672546762,-0.0009656385434512952,0.00771001907581443
1986-01-28,,0.00625806694296421,-0.0065292310805414935,0.001066821088789732,0.005814738789205294
1986-01-29,,0.004314829510107162,-0.007044047885249217,-0.0024407786009991795,0.0074765289455749374
1986-01-30,,-0.001664448451353325,0.00559807963518196,0.000859743665763651,0.0014960190822222582
1986-01-31,,0.00647923531786733,-0.00468014745013365,-0.0007940458074785938,0.003070545376069655
1986-02-03,,0.005655379739052986,-0.0059522930851478055,-0.0045731914191826685,0.002759661705855358
1986-02-04,,-0.0027606934154079496,0.0009508817711732301,-0.003188670146358429,0.006047436749988514
1986-02-05,,0.003595869176290213,-0.0010287644821409196,-0.00443414855878429,0.0026942540736926545
1986-02-06,,0.004288743829666731,0.001374941969133112,-0.0003902094882088231,-0.002215930997865639
1986-02-07,,0.003987502997591443,0.0021345826944773535,-0.002816206187266315,-0.004182714050521277
1986-02-10,,0.008312485763474648,-0.002965982759979528,-0.0011371886194216627,0.0006204132894302273
1986-02-11,,0.0003962506283781981,0.0021016914076987772,-0.0011035434784959983,0.0025818973422445856
1986-02-12,,0.00409776116315487,0.0015292577480453726,0.002433527963071424,-0.001972953727021412
1986-02-13,,0.007484246662966328,-0.0021277218253683635,0.0007211626092396078,0.001392890561156778
1986-02-14,,0.007241249375933964,-0.004084293477352003,0.0014929487336801932,0.002090795600688758
1986-02-17,,0.004699792954062563,5.90575643915611e-06,3.752793215448441e-05,2.121590610261971e-05
1986-02-18,,0.006648790536895291,-0.006258758517091052,-0.001027544597259125,0.0016112383105979203
1986-02-19,,0.001659221049616098,0.007890281656556426,-0.0004355036496615399,0.004185238824606235
1986-02-20,,-0.0007064516604714315,-0.005515002947222952,-0.001677172025918279,-0.0020884084145813948
1986-02-21,,0.005624262789589383,-0.0017353004714188538,0.001609676143966381,-0.00043368882681403987
1986-02-24,,0.00451512182533263,0.0007960974006239977,0.003058717266525406,0.0021085680105427866
1986-02-25,,0.0038035522474985507,0.0017419451244843382,0.002773263883500904,-0.0007124950070642943
1986-02-26,,0.0002684661463384232,0.0007428383857395559,0.0018363775415952146,0.000584012096915813
1986-02-27,,0.008477034637684434,-0.0021845263952899284,0.002067378635293906,0.0025196054470675426
1986-02-28,,0.0005154675395775857,0.0035732624780655236,-0.00031532365790036434,0.004229918703224325
1986-03-03,,-0.0003786136429820237,0.0069696535040076335,-0.0006246536801041012,0.005234911608659285
1986-03-04,,0.004348516884317059,0.00393425911078509,0.005386540156303228,0.00524670739130467
1986-03-05,,-0.0017102128695861154,-0.002668383909502386,0.0006939002250073315,-0.00012825067819163566
1986-03-06,,0.007104493456854617,0.0022238913782749656,-0.000839189605887711,0.0017435552120966388
1986-03-07,,0.0039832075768682475,0.001072714204842871,-0.0016786810211092567,0.004872046667458462
1986-03-10,,0.00044322959245691627,0.00022881358541983212,-0.0015019541705155871,0.00028275885913423915
1986-03-11,,0.014425917075491729,-0.010257663667246918,-0.00018467908376904214,-0.0054043937837494095
1986-03-12,,0.005409706464259901,0.0020825016919782217,0.002474901873931065,-0.0026795332532127663
1986-03-13,,0.005831241253035021,-0.0002713852730865981,-0.0016833426675005648,-0.0002882757641303191
1986-03-14,,0.010772615826020735,-0.008862506359203189,-0.0014937520199081937,0.0017569993505878925
1986-03-17,,0.0020197272172617995,0.00034799722268227427,-0.003200312078801804,-0.0010831011256375437
1986-03-18,,0.003728787587723233,0.0005651329477009222,-0.001491997726643664,-0.0019511784611716868
1986-03-19,,-0.004575730373506775,0.0016194711618169222,-0.0014663371577863479,0.0027822350365407774
1986-03-20,,0.010412302124009875,-0.0016398236399875808,0.0002395719401155793,-0.0010201013873018508
1986-03-21,,-0.0026693511441592565,0.018865323869924355,0.007878613768963054,-0.0043069733575755945
1986-03-24,,-0.001086698144242313,-0.01291991619815201,-0.0018577828221247013,0.010036250350246531
1986-03-25,,-0.010278936304674509,-0.0006578203253079933,0.0020151331448350364,0.0021523326392190937
1986-03-26,,0.010074684527236146,-0.006027077164308092,6.903077261429246e-05,0.003628667691688468
1986-03-27,,0.01372654818486128,-0.0011599008001667577,0.00020932780585359494,0.00700938780582396
1986-03-28,,0.00013373248847769553,1.96881318718804e-06,-8.0530876552811e-07,-7.68083979798352e-06
1986-03-31,,0.00788092234749824,0.0012403920661264384,-0.0016453253454930827,0.0067597035576774924
1986-04-01,,-0.0039059160551426788,0.0070256255487787704,0.0019134444105885669,0.00437427104306405
1986-04-02,,-0.004417164972972899,-0.0025275023069727155,-0.000895775244996932,-0.0035968040484305602
1986-04-03,,-0.011540587362442319,0.00789912384305068,5.056861166553606e-05,0.00200398966142708
1986-04-04,,-0.012815303999485769,0.007371940840770763,0.0018715455373091697,-0.005360307955967501
1986-04-07,,-0.004697584206593316,-0.00469643221388902,0.000799242738926099,-0.006474764720871213
1986-04-08,,0.015110332104667105,-0.006848183855571707,-0.004966601920531156,0.004281196498137288
1986-04-09,,0.0031049918882008185,0.00044102544594151944,-0.0015457457998145265,0.004961635180664229
1986-04-10,,0.007679033000770283,-0.003488626242948041,-0.0035469614038057765,0.0010974682328609969
1986-04-11,,0.005819127763876297,0.004481314595640188,-0.0021242773780800425,0.0004997850828880029
1986-04-14,,0.0029999341221301043,-0.0011388430087818282,-0.00467371196123674,0.0008182656787860474
1986-04-15,,-0.00040322110109606066,-0.0008232056826058629,0.00041885717203765,-0.0004768757360963142
1986-04-16,,0.013639036164716336,-0.004956574737380007,-0.0056730702801004885,0.005615731334316627
1986-04-17,,0.011319614254780813,0.0030927591462243955,-0.0033331240943796966,0.0010557369842312913
1986-04-18,,0.005698720178884197,0.004369081767804003,7.586388507313697e-05,0.004008718073114962
1986-04-21,,0.00922592924142626,-0.0033134836584833706,-0.0027104734758868114,0.0014744133622436638
1986-04-22,,-0.002247587349402458,0.006491268428180394,0.0024398706796706785,0.002546148721807129
1986-04-23,,-0.0009702812093526687,-7.632711722422881e-05,-0.0005196898027375748,-0.005179558221663056
1986-04-24,,-0.0017710767404487656,0.0038217730083908927,-0.005663749854140721,-0.003708625700431139
1986-04-25,,0.001760056412322188,0.0017691996766839141,-0.004549081049240551,-0.0031230137027534483
1986-04-28,,0.004914581114640074,-0.00374536231019529,-0.0015464908600248232,-0.0015556502944229222
1986-04-29,,-0.003671989750917406,0.004601773569797027,-0.0008561974806752324,-0.00022125068608240225
1986-04-30,,-0.009060361109012113,0.006344462710820548,0.005017972879676275,-0.003331044529467316
1986-05-01,,-0.0073274194470884105,-0.00236885853605315,0.0025647466007094064,-0.0023815339872087435
1986-05-02,,0.0003456269500552139,0.0017101510676658018,0.0008690360055677379,-2.689328507409066e-05
1986-05-05,,0.005267422556127983,-0.005949503686274532,0.0008461867526483328,-0.0010717645551430476
1986-05-06,,0.0043389739853280295,0.0026303367968111098,0.0003043400643292315,0.0019246282124410763
1986-05-07,,-0.0016364737065983862,0.003140050926958256,0.001360201651775102,-0.0006859330856510004
1986-05-08,,0.010341336163052061,0.00048641997504323905,0.001763472972746791,-0.004627780981581353
1986-05-09,,0.00491569737100043,0.002482957875581296,0.00029756911501340545,-0.0031708872698972064
1986-05-12,,-0.0009207331449428412,-0.0017149793789950681,0.0019611244707370187,-0.0019242570741632961
1986-05-13,,-0.008383925947902462,0.0025615813008354523,-0.0011830129073418592,0.001333321924444807
1986-05-14,,0.0007597505158263798,-0.0024041383059557066,-0.003488602967834967,0.003902230841775103
1986-05-15,,-0.008426929020305717,0.006390190033433571,0.002615352262097819,-7.602631322439921e-05
1986-05-16,,-0.011550569100397496,0.004434356356063877,0.0007178999662339837,-0.0003965511835751135
1986-05-19,,-0.004092697396770492,-0.0029749112894216735,0.00038918229007019206,-0.0022127448275639093
1986-05-20,,0.0020144178772954838,-0.007756716068976511,-0.00395754867042586,0.0018317566339653218
1986-05-21,,-0.0005074314402481721,0.00248288041107897,0.0010417942634137062,0.005853474347936233
1986-05-22,,0.008495188022828143,-0.008305560247359308,-0.0010154941209238302,0.007466326939505343
1986-05-23,,0.004956817200233299,-0.0009177623725473254,0.0001403547710242635,0.005457235282648721
1986-05-26,,-0.00012909854382096858,2.05309560630127e-05,4.52590726661972e-06,4.137066270982505e-05
1986-05-27,,0.007577140042984594,-0.004898122066458709,-0.0032011381851219842,0.005334197995683738
1986-05-28,,0.004392601835298259,-0.0021301062154032166,-0.0030058104583681033,0.0059560110577176134
1986-05-29,,-0.0023643616254085094,-0.0029096784618508533,-0.0018911195891637134,0.0017434314685115314
1986-05-30,,-0.00427686423693983,0.0033547428801475854,0.0013699688941602665,-0.0038422963847286338
1986-06-02,,-0.004130257054211422,0.004946445190181803,0.0007296430475489395,0.0018740855779847587
1986-06-03,,0.005070554651847319,0.001225973663815291,-0.001859017580691573,0.0004654814161053172
1986-06-04,,-0.002979368147764031,0.005114351016776697,-0.002018922261380204,0.003624627334051844
1986-06-05,,0.007832607112711935,-0.004025958597746832,0.0004797466565829675,0.0015030757135541827
1986-06-06,,0.0008858165008423404,0.0012942381444475412,-0.0003577471370264637,0.0030081095378553455
1986-06-09,,-0.007275111964336245,0.007653752541008086,0.001963225360962359,-0.001764165183284617
1986-06-10,,0.00043346952863865457,0.0005374460419203435,-0.0008687599181088463,-0.0004150664638021871
1986-06-11,,0.006244293987462423,-0.002020013434021993,-0.0020880345237444366,0.002675404031533351
1986-06-12,,0.0019689473004164204,0.00027169776489245135,0.0001496225826449468,0.002489907724261033
1986-06-13,,0.010230127073990512,-0.007933586870996875,-0.0016494650742242306,0.0029607617214137925
1986-06-16,,0.0015608114863963451,-0.00402937717732449,0.005299941818793293,0.0023495518444129255
1986-06-17,,-0.007834940516845723,0.0009393171565377078,0.002565099062935866,0.0021152638940612153
1986-06-18,,-0.0002482332057865288,-0.00462852957693089,0.003635540051530854,0.000543071527182274
1986-06-19,,-0.0007891483122382419,0.003183079336897978,0.0004191402461949449,0.002876603484214233
1986-06-20,,0.004889372597369946,-0.014277419160243228,-0.002363019669916164,0.003592003022121544
1986-06-23,,-0.0012735686513533438,0.00537489748867309,0.0014075760570834807,0.0014750591789112004
1986-06-24,,0.003916511996332645,-0.003345881814863216,0.0002687575362262224,0.005117801383834053
1986-06-25,,0.008251119092214739,-0.003273518900636315,0.0009790103915882447,0.0045468388886663715
1986-06-26,,0.0003759957431127457,0.0009256601793102873,-0.0002899308864546265,0.005466161992408431
1986-06-27,,0.0016406838240345454,-0.0024948104610442315,0.00109909653801707,-0.0018158144840628933
1986-06-30,,0.008582744751491345,0.0002957554409707222,0.0012201746932473771,0.0029603603288914817
1986-07-01,,0.004381744391287806,-0.0006365505346182327,-0.005464042190682229,0.0036620213859213935
1986-07-02,,0.0012908690783652536,-0.0011242088747316305,-0.000830725587467968,0.002328729101902789
1986-07-03,,0.0037155920199159957,0.003500333618126534,0.0009089641565718336,0.0021257691963419874
1986-07-04,,-0.0008425571980676935,8.015798857133479e-05,0.00018505841463555106,1.06357038094186e-05
1986-07-07,,-0.014246088868356216,0.004563628178302792,0.014009681457425696,-0.011104725834566885
1986-07-08,,-0.009284446544195225,-0.009370252615739337,0.008744376046440636,-0.012954214545005177
1986-07-09,,-0.0002257234057068079,0.0006666863533106191,-0.0018542633304391768,0.0064739750665161735
1986-07-10,,0.003065093799421892,-0.0017450266903296483,0.00313091702615575,0.0010728966307963943
1986-07-11,,0.0012927867451020605,0.001733046878436594,0.004709421351070142,0.002441134945758853
1986-07-14,,-0.007243005826113351,-0.0009636239704289597,0.012664326336693635,-0.006712057046705524
1986-07-15,,-0.0070071602754525585,0.0010746555735646438,0.009150449845835924,-0.003444098070524863
1986-07-16,,3.343503155000285e-05,-0.00198057749303202,-1.86022079007715e-06,0.004518573632401391
1986-07-17,,0.008019039880924726,-0.0010775036128046213,-0.003819344977382336,0.005848496292449986
1986-07-18,,0.004658647730156397,-0.0021492621488164664,-0.0029832573023852614,0.0021311003080516457
1986-07-21,,-0.0019724577908715826,-0.003142209481726611,0.0032790218934309395,0.00048686876952778573
1986-07-22,,0.0005785750875470265,-0.007375148339606019,0.0011481030158346788,0.005537566542811427
1986-07-23,,0.005343895890941498,-0.0012890251704994827,-0.0014301242770997221,0.005435200143253087
1986-07-24,,0.005177350251320522,-0.001889519139037159,-0.001289879846860966,0.00583966588606622
1986-07-25,,0.0013235872885486867,-0.006291677891925059,-0.0002476670276721259,0.0017947604582392092
1986-07-28,,-0.002117101553365595,0.005399839365022637,0.001089875028277265,-0.002366370527747826
1986-07-29,,-0.006862328030337926,-0.0015220719618715696,0.002826869637918918,-0.0014469357043308865
1986-07-30,,0.007002386077369792,-0.007702429060866118,-0.0001537750624845054,-0.0005014171694720146
1986-07-31,,-0.0012877138548620026,0.0017413359397792025,-0.0029504012821717908,-0.00045491998862617
1986-08-01,,-0.004895460267672805,0.0029431289902419784,0.003306098201461935,-0.0002841339168788281
1986-08-04,,-0.000585333562194234,-0.013041937948142752,0.0061005079011769905,-0.0052434204326451735
1986-08-05,,0.004989621766928282,-0.0006677888229155956,0.007092309131724621,-0.015242876875112235
1986-08-06,,-0.0016943488481906271,-0.0026226010741646688,0.001059732730368048,-0.003452289384016509
1986-08-07,,0.004444523899823258,-0.002057076286606157,0.00022092989806154193,-0.002122108271684773
1986-08-08,,0.001019597597350037,0.0014915568443928352,-0.0017914365275636984,-0.0018872680104062881
1986-08-11,,0.012517564257609854,-0.0075223348039782974,-0.003701815048423025,0.0006651144359780342
1986-08-12,,0.010416116741263783,-0.002507314597728085,-0.004777041403616203,0.0028204108806899244
1986-08-13,,0.011910665976287236,-0.002896430919175157,0.0015149991574049011,0.005231075838745679
1986-08-14,,0.008572649894176873,0.00221392176655835,-0.001959659786350955,0.0009691875427007129
1986-08-15,,0.004266168785680336,-0.0005337180820346517,0.005831558833841905,-0.003175157638963129
1986-08-18,,0.004620100911055817,-0.001423286797489579,0.00279226738002899,0.001232103431340125
1986-08-19,,0.00590317618477357,1.882667185900983e-05,0.002634926334039785,0.0026122404296695908
1986-08-20,,0.007554218581356475,-0.009593535083504384,0.0044049032252162735,-0.0037729051441527557
1986-08-21,,-0.0011130779422863111,0.0008954014235676451,0.0038388808049029935,-0.0013029683369129136
1986-08-22,,-0.005076641870386009,-0.0013680027270331686,0.0007163285295958612,-0.0040933415894157995
1986-08-25,,-0.0027476436297443037,0.00346511410060358,0.0024845399205589576,-0.005881060010036065
1986-08-26,,0.004193858089876472,-0.015465486755715753,0.002445197571474689,-0.007179144659636959
1986-08-27,,-0.0021737570779799716,-0.0009730578174489066,0.0031700300172220557,-0.004883748105242141
1986-08-28,,-0.005925897957187073,0.00375395586025603,-0.0010007593078164168,-0.0003487004917363167
1986-08-29,,0.006149157634367883,0.0018389911587807296,-0.0009744973055650632,0.0013597117358461355
1986-09-01,,0.007251177006291508,5.91333345187033e-06,-3.8535122624459e-07,8.1261669193856e-07
1986-09-02,,-0.009283196426706058,0.008453874491663741,0.006284960276957446,-0.003519789303349662
1986-09-03,,-0.0025407184078839414,-0.00691532034330432,0.0021902494791065123,-0.006890744730591998
1986-09-04,,0.007293014699717955,-0.003815576512187697,0.0021385125371431945,-0.013681149395926288
1986-09-05,,-0.001914921517329542,0.007346334259342146,-0.0005799390463135077,-0.012534006940400622
1986-09-08,,-0.013967776172581796,0.0016627564725432437,-0.0016355902967181075,-0.01044355341921492
1986-09-09,,-0.00204489275677012,-0.001863641393562009,0.002455069027201945,-4.422535570887414e-05
1986-09-10,,0.00201438153083137,-0.0020484184641698065,0.001910151066274086,-0.004183517525577993
1986-09-11,,-0.025565016110401954,0.011765048628272145,0.006911413841899191,-0.008726997278471791
1986-09-12,,-0.017646975048914264,0.002810951302962575,0.0034754729496907027,-0.0058843688953415406
1986-09-15,,0.002915762139127865,-0.00653000647379481,0.002176101094530346,0.0007727856821052593
1986-09-16,,-0.016981631571922343,-0.003397943580654538,0.0009376735100454235,-0.0030616736834415174
1986-09-17,,0.002656302658335861,0.0020807060589003797,0.00026863935169297296,0.004430422554879516
1986-09-18,,0.005815211164619736,-0.00042443649200218936,-0.0025605446202120554,0.001535412124238174
1986-09-19,,0.0025486303168019628,0.0022451953399779934,0.001580484467744595,-0.003703478573042601
1986-09-22,,0.004166956831117771,-0.0031279502180997457,-0.0035173811695672318,0.003786978149297024
1986-09-23,,0.0021877561582574357,0.0008540336992261915,0.0005255957650147323,0.005126829572395258
1986-09-24,,0.0037743838468277478,0.0002527930408623045,0.0005850563186890702,0.006642482834334585
1986-09-25,,-0.00953971311562093,0.008466979037387997,0.00426817050657077,-0.0004596863466583484
1986-09-26,,0.0048807651814798065,-0.00016350857742266747,0.0018956646207894758,-0.0014273549173265412
1986-09-29,,-0.0016954351788857308,0.0016036573293303717,0.0032196997159606683,-0.0013074850995939955
1986-09-30,,0.004272254695316389,-0.0006959927490346923,-0.0005116302592193282,-0.0012176129587868577
1986-10-01,,-0.001341315837272817,-0.0029920672731358895,-0.00014968667209503818,0.0043727089438885414
1986-10-02,,-0.009823481506290083,-0.0003962808757268828,-0.0021959760424011742,0.002110431687494359
1986-10-03,,0.0032718552219025963,-0.0005226906102894383,0.0027527734701712813,0.0014470828171275246
1986-10-06,,0.003495314171412735,-0.0034619448883783793,-0.0028599741108931813,0.0008072058434621293
1986-10-07,,0.002632077339963119,-0.00032616049609974,0.005417713151243918,0.001982513226021729
1986-10-08,,0.002860271420443668,-0.005940844018953756,0.0005196956893897379,-0.001165138346436362
1986-10-09,,0.0025581771132226197,0.0033048993694934094,0.00020697022105072244,0.004777851395390462
1986-10-10,,-0.0001841023856744277,0.0018040570653132114,-0.0028130830979934884,-0.0013859986158082304
1986-10-13,,-0.003394267686673523,-0.0009703006455293906,0.0009292300172023551,0.001036280003406869
1986-10-14,,-0.0023916240811921465,0.001560156566431636,-0.004286046468476301,0.007265245907796722
1986-10-15,,-0.0011288928991082345,-0.0051881071133400404,-0.005203249854586851,0.0013475446065082252
1986-10-16,,-0.0008123893926203587,-0.0017659195892335698,0.0023917843161756886,0.0055185402997257535
1986-10-17,,-0.004607431409200718,0.0024124429594350057,-0.0027669186170399297,0.0015706779155455412
1986-10-20,,-0.010497460139585382,0.005206555021481691,0.0021922053473745705,-0.00041700430903537244
1986-10-21,,-0.0049901437027500915,-0.000331941973608591,-0.0008004414569174189,-0.002213030743002428
1986-10-22,,-0.009658697047589176,0.0001300630586736472,-0.0005576026847570861,0.0023984008254792407
1986-10-23,,0.005986775850091412,-0.0063074522142264,-0.0037574820482070923,0.003571740986473867
1986-10-24,,-0.010234329773822015,0.002845331932442971,0.0008467418478593733,0.0012020543615440882
1986-10-27,,-0.0016830606120600154,-0.003437228793594994,-0.002664675539958099,0.0006732721494194008
1986-10-28,,0.006695427958087435,-0.0009972913739220066,-0.0011637648292669516,0.0032766241080864904
1986-10-29,,0.004255451465061252,-0.0025544774328987835,-0.0012660034791401517,0.003443507640112316
1986-10-30,,0.012926070891798615,-0.006602074168974112,-0.0002581773609488954,0.0004096748720073503
1986-10-31,,-0.004356456903118826,0.0017667088667863268,0.0036656784004972477,-0.006013642259081674
1986-11-03,,0.0013514193722082995,-0.0054226234796696466,-0.0014032481116207063,0.00190405586712593
1986-11-04,,0.0005353944788479291,-0.0001905499606974268,0.0005534640620049236,-0.0018722934501284561
1986-11-05,,-0.0015766313803776161,0.000674689711973498,0.0026843485997470706,-0.0032945554557028563
1986-11-06,,0.003939727334948058,-0.0003984682970578784,0.0008843174383157534,0.0017081348473604867
1986-11-07,,0.0026163949410128572,0.002640757660439251,0.00023270013037159033,-0.0011715766855711304
1986-11-10,,0.0030619840328647524,-0.00043100288178834307,0.000552344202330889,-0.0006484035933362716
1986-11-11,,0.005678010661184013,-0.0018258185601735663,-0.0008649138608889794,-0.002190059296218925
1986-11-12,,0.0031481911729241154,0.0007056082458040632,0.00208039628903104,-0.0007837140053578029
1986-11-13,,-0.007149032266384775,0.006484207062612553,0.004846769682766991,0.00045113834550949646
1986-11-14,,1.22760766264741e-05,-0.0026417360492910643,-0.0006870365723599047,-0.0037937036321349146
1986-11-17,,-0.009441394157539943,-0.00036503261124621515,-0.0010537940457060271,6.287098228427847e-05
1986-11-18,,-0.010765118558737411,0.009466689813253805,0.0018958914182240134,0.00045389263154406
1986-11-19,,-0.0010303584464609072,-0.008916657920059233,0.0012427243456165603,-0.0011521295711836846
1986-11-20,,0.006581226080860803,-0.008619517607868863,-0.0023564662099623086,0.0007291772415184148
1986-11-21,,0.0076172611728492256,-0.009919868665276332,-0.0011077470269303523,0.004934113440421776
1986-11-24,,0.007735248545942419,-0.00505582769789671,-0.0025519072077536016,0.001967500977014249
1986-11-25,,0.006778548965535453,-0.0003597447996529085,-0.004377399120555439,0.00148970401967846
1986-11-26,,0.001569975786985921,-0.0007990230552102273,-0.002643857827456934,0.003099490668232088
1986-11-27,,0.00375853237424949,1.016387360182746e-05,-1.088878718135655e-05,-2.30022139925422e-06
1986-11-28,,0.007460221884146578,0.0013086776158282283,0.0005550087601053956,-0.0010569864640268423
1986-12-01,,0.003237528662196307,-0.003938950762089895,-0.0003085036455873291,0.0007884649691790354
1986-12-02,,0.006169005263988457,-0.008981675390537389,-0.0037719162060827925,0.0015074578614309626
1986-12-03,,0.0058278667968724735,0.0005898932882603168,-0.0032768409332235523,0.004240070594726887
1986-12-04,,0.0011891572431181193,0.0026008285931367016,-0.0017433818074919017,0.001220329711218691
1986-12-05,,-0.002914925999742872,0.004589486563965814,0.0011016142411279248,-0.000510346631013892
